RandomSearch,HillClimbing,Genetic,PBIL
0.7469204927211646,0.7264837625979843,0.7821948488241881,0.7147256438969765
0.7367021276595744,0.7297032474804032,0.7413213885778276,0.734602463605823
0.7368421052631579,0.7806550951847704,0.7425811870100784,0.7355823068309071
0.7298432250839866,0.7278835386338186,0.7879339305711086,0.7439809630459127
0.7238241881298992,0.723124300111982,0.7403415453527435,0.7695968645016797
0.7435610302351624,0.7439809630459127,0.7357222844344905,0.7176651735722285
0.7353023516237402,0.7295632698768197,0.7262038073908175,0.763437849944009
0.7334826427771557,0.7322228443449048,0.7418812989921613,0.7341825307950728
0.7344624860022396,0.7302631578947368,0.7397816349384099,0.7225643896976484
0.7291433370660694,0.7334826427771557,0.701427771556551,0.7466405375139977
